id;aya;sura;transcript;created_at;updated_at
133;125;2;"wa iż ja 'al nal bai ta ma ṡā ba tal lin nā si wa am nā , wat ta khi żụ mim ma qā mi ib rā hī ma mu ṣal lā , wa 'a hid nā i lā ib rā hī ma wa is mā 'ī la an ṭah hi rā bai ti ya liṭ ṭā `i fī na wal 'ā ki fī na war ruk ka 'is su jụd";;2020-07-22 14:57:06
134;126;2;"wa iż qā la ib rā hī mu rab bij 'al hā żā ba la dan ā mi naw war zuq ah la hụ mi naṡ ṡa ma rā ti man ā ma na min hum bil lā hi wal yau mil ā khir , qā la wa mang ka fa ra fa u mat ti 'u hụ qa lī lan ṡum ma aḍ ṭar ru hū i lā 'a żā bin nār , wa bi` sal ma ṣīr";;
135;127;2;"wa iż yar fa 'u ib rā hī mul qa wā 'i da mi nal bai ti wa is mā 'īl , rab ba nā ta qab bal min nā , in na ka an tas sa mī 'ul 'a līm";;
136;128;2;"rab ba nā waj 'al nā mus li mai ni la ka wa min żur riy ya ti nā um ma tam mus li ma tal la ka wa a ri nā ma nā si ka nā wa tub 'a lai nā , in na ka an tat taw wā bur ra ḥīm";;
137;129;2;"rab ba nā wab 'aṡ fī him ra sụ lam min hum yat lụ 'a lai him ā yā ti ka wa yu 'al li mu hu mul ki tā ba wal ḥik ma ta wa yu zak kī him , in na ka an tal 'a zī zul ḥa kīm";;
138;130;2;"wa may yar ga bu 'am mil la ti ib rā hī ma il lā man sa fi ha naf sah , wa la qa diṣ ṭa fai nā hu fid dun yā , wa in na hụ fil ā khi ra ti la mi naṣ ṣā li ḥīn";;
139;131;2;iż qā la la hụ rab bu hū as lim qā la as lam tu li rab bil 'ā la mīn;;
140;132;2;"wa waṣ ṣā bi hā ib rā hī mu ba nī hi wa ya' qụb , yā ba niy ya in nall llā haṣ ṭa fā la ku mud dī na fa lā ta mụ tun na il lā wa an tum mus li mụn";;
141;133;2;"am kun tum syu ha dā `a iż ḥa ḍa ra ya' qụ bal mau tu iż qā la li ba nī hi mā ta' bu dụ na mim ba' dī , qā lụ na' bu du i lā ha ka wa i lā ha ā bā `i ka ib rā hī ma wa is mā 'ī la wa is ḥā qa i lā haw wā ḥi dā , wa naḥ nu la hụ mus li mụn";;
142;134;2;"til ka um ma tung qad kha lat , la hā mā ka sa bat wa la kum mā ka sab tum , wa lā tus `a lụ na 'am mā kā nụ ya' ma lụn";;
143;135;2;"wa qā lụ kụ nụ hụ dan au na ṣā rā tah ta dụ , qul bal mil la ta ib rā hī ma ḥa nī fā , wa mā kā na mi nal musy ri kīn";;
144;136;2;"qụ lū ā man nā bil lā hi wa mā un zi la i lai nā wa mā un zi la i lā ib rā hī ma wa is mā 'ī la wa is ḥā qa wa ya' qụ ba wal as bā ṭi wa mā ụ ti ya mụ sā wa 'ī sā wa mā ụ ti yan na biy yụ na mir rab bi him , lā nu far ri qu bai na a ḥa dim min hum wa naḥ nu la hụ mus li mụn";;
145;137;2;"fa in ā ma nụ bi miṡ li mā ā man tum bi hī fa qa dih ta dau , wa in ta wal lau fa in na mā hum fī syi qāq , fa sa yak fī ka hu mull llāh , wa hu was sa mī 'ul 'a līm";;
146;138;2;"ṣib ga tall llāh , wa man aḥ sa nu mi nall llā hi ṣib ga taw wa naḥ nu la hụ 'ā bi dụn";;
147;139;2;"qul a tu ḥāj jụ na nā fil lā hi wa hu wa rab bu nā wa rab bu kum , wa la nā a' mā lu nā wa la kum a' mā lu kum , wa naḥ nu la hụ mukh li ṣụn";;
148;140;2;"am ta qụ lụ na in na ib rā hī ma wa is mā 'ī la wa is ḥā qa wa ya' qụ ba wal as bā ṭa kā nụ hụ dan au na ṣā rā , qul a an tum a' la mu a mil lāh , wa man aẓ la mu mim mang ka ta ma sya hā da tan 'in da hụ mi nall llāh , wa mall llā hu bi gā fi lin 'am mā ta' ma lụn";;
149;141;2;"til ka um ma tung qad kha lat , la hā mā ka sa bat wa la kum mā ka sab tum , wa lā tus `a lụ na 'am mā kā nụ ya' ma lụn";;
150;142;2;"sa ya qụ lus su fa hā `u mi nan nā si mā wall llā hum 'ang qib la ti hi mul la tī kā nụ 'a lai hā , qul lil lā hil masy ri qu wal mag rib , yah dī may ya syā `u i lā ṣi rā ṭim mus ta qīm";;
151;143;2;"wa ka żā li ka ja 'al nā kum um ma taw wa sa ṭal li ta kụ nụ syu ha dā `a 'a lan nā si wa ya kụ nar ra sụ lu 'a lai kum sya hī dā , wa mā ja 'al nal qib la tal la tī kun ta 'a lai hā il lā li na' la ma may yat ta bi 'ur ra sụ la mim may yang qa li bu 'a lā 'a qi baīh , wa ing kā nat la ka bī ra tan il lā 'a lal la żī na ha dall llāh , wa mā kā nall llā hu li yu ḍī 'a ī mā na kum , in nall llā ha bin nā si la ra `ụ fur ra ḥīm";;
152;144;2;"qad na rā ta qal lu ba waj hi ka fis sa mā` , fa la nu wal li yan na ka qib la tan tar ḍā hā fa wal li waj ha ka syaṭ ral mas ji dil ḥa rām , wa ḥai ṡu mā kun tum fa wal lụ wu jụ ha kum syaṭ rah , wa in nal la żī na ụ tul ki tā ba la ya' la mụ na an na hul ḥaq qu mir rab bi him , wa mall llā hu bi gā fi lin 'am mā ya' ma lụn";;
153;145;2;"wa la `in a tai tal la żī na ụ tul ki tā ba bi kul li ā ya tim mā ta bi 'ụ qib la tak , wa mā an ta bi tā bi 'ing qib la ta hum , wa mā ba' ḍu hum bi tā bi 'ing qib la ta ba'ḍ , wa la `i nit ta ba' ta ah wā `a hum mim ba' di mā jā `a ka mi nal 'il mi in na ka i żal la mi naẓ ẓā li mīn";;
154;146;2;"al la żī na ā tai nā hu mul ki tā ba ya' ri fụ na hụ ka mā ya' ri fụ na ab nā `a hum , wa in na fa rī qam min hum la yak tu mụ nal ḥaq qa wa hum ya' la mụn";;
155;147;2;al ḥaq qu mir rab bi ka fa lā ta kụ nan na mi nal mum ta rīn;;
156;148;2;"wa li kul liw wij ha tun hu wa mu wal lī hā fas ta bi qul khai rāt , ai na mā ta kụ nụ ya` ti bi ku mull llā hu ja mī 'ā , in nall llā ha 'a lā kul li syai `ing qa dīr";;
157;149;2;"wa min ḥai ṡu kha raj ta fa wal li waj ha ka syaṭ ral mas ji dil ḥa rām , wa in na hụ lal ḥaq qu mir rab bik , wa mall llā hu bi gā fi lin 'am mā ta' ma lụn";;
158;150;2;"wa min ḥai ṡu kha raj ta fa wal li waj ha ka syaṭ ral mas ji dil ḥa rām , wa ḥai ṡu mā kun tum fa wal lụ wu jụ ha kum syaṭ ra hụ li `al lā ya kụ na lin nā si 'a lai kum ḥuj ja tun il lal la żī na ẓa la mụ min hum fa lā takh syau hum wakh syau nī wa li `u tim ma ni' ma tī 'a lai kum wa la 'al la kum tah ta dụn";;2020-07-22 14:57:06
159;151;2;ka mā ar sal nā fī kum ra sụ lam ming kum yat lụ 'a lai kum ā yā ti nā wa yu zak kī kum wa yu 'al li mu ku mul ki tā ba wal ḥik ma ta wa yu 'al li mu kum mā lam ta kụ nụ ta' la mụn;;
160;152;2;faż ku rụ nī aż kur kum wasy ku rụ lī wa lā tak fu rụn;;
161;153;2;"yā ay yu hal la żī na ā ma nus ta 'ī nụ biṣ ṣab ri waṣ ṣa lāh , in nall llā ha ma 'aṣ ṣā bi rīn";;
162;154;2;"wa lā ta qụ lụ li may yuq ta lu fī sa bī lil lā hi am wāt , bal aḥ yā `uw wa lā kil lā tasy 'u rụn";;
163;155;2;"wa la nab lu wan na kum bi syai `im mi nal khau fi wal jụ 'i wa naq ṣim mi nal am wā li wal an fu si waṡ ṡa ma rāt , wa basy syi riṣ ṣā bi rīn";;
164;156;2;"al la żī na i żā a ṣā bat hum mu ṣī bah , qā lū in nā lil lā hi wa in nā i lai hi rā ji 'ụn";;
165;157;2;"u lā `i ka 'a lai him ṣa la wā tum mir rab bi him wa raḥ mah , wa u lā `i ka hu mul muh ta dụn";;
166;158;2;"in naṣ ṣa fā wal mar wa ta min sya 'ā `i ril lāh , fa man ḥaj jal bai ta a wi' ta ma ra fa lā ju nā ḥa 'a lai hi ay yaṭ ṭaw wa fa bi hi mā , wa man ta ṭaw wa 'a khai ran fa in nall llā ha syā ki run 'a līm";;
167;159;2;in nal la żī na yak tu mụ na mā an zal nā mi nal bay yi nā ti wal hu dā mim ba' di mā bay yan nā hu lin nā si fil ki tā bi u lā `i ka yal 'a nu hu mull llā hu wa yal 'a nu hu mul lā 'i nụn;;
168;160;2;"il lal la żī na tā bụ wa aṣ la ḥụ wa bay ya nụ fa u lā `i ka a tụ bu 'a lai him , wa a nat taw wā bur ra ḥīm";;
169;161;2;in nal la żī na ka fa rụ wa mā tụ wa hum kuf fā run u lā `i ka 'a lai him la' na tull llā hi wal ma lā `i ka ti wan nā si aj ma 'īn;;
170;162;2;"khā li dī na fī hā , lā yu khaf fa fu 'an hu mul 'a żā bu wa lā hum yun ẓa rụn";;
171;163;2;"wa i lā hu kum i lā huw wā ḥid , lā i lā ha il lā hu war raḥ mā nur ra ḥīm";;
172;164;2;in na fī khal qis sa mā wā ti wal ar ḍi wakh ti lā fil lai li wan na hā ri wal ful kil la tī taj rī fil baḥ ri bi mā yan fa 'un nā sa wa mā an za lall llā hu mi nas sa mā `i mim mā `in fa aḥ yā bi hil ar ḍa ba' da mau ti hā wa baṡ ṡa fī hā ming kul li dāb ba tiw wa taṣ rī fir ri yā ḥi was sa ḥā bil mu sakh kha ri bai nas sa mā `i wal ar ḍi la `ā yā til li qau miy ya' qi lụn;;
173;165;2;"wa mi nan nā si may yat ta khi żu min dụ nil lā hi an dā day yu ḥib bụ na hum ka ḥub bil lāh , wal la żī na ā ma nū a syad du ḥub bal lil lā hi wa lau ya ral la żī na ẓa la mū iż ya rau nal 'a żā ba an nal quw wa ta lil lā hi ja mī 'aw wa an nall llā ha sya dī dul 'a żāb";;
174;166;2;iż ta bar ra `al la żī nat tu bi 'ụ mi nal la żī nat ta ba 'ụ wa ra `a wul 'a żā ba wa ta qaṭ ṭa 'at bi hi mul as bāb;;
175;167;2;"wa qā lal la żī nat ta ba 'ụ lau an na la nā kar ra tan fa na ta bar ra `a min hum , ka mā ta bar ra `ụ min nā , ka żā li ka yu rī hi mull llā hu a' mā la hum ḥa sa rā tin 'a lai him , wa mā hum bi khā ri jī na mi nan nār";;
176;168;2;"yā ay yu han nā su ku lụ mim mā fil ar ḍi ḥa lā lan ṭay yi baw wa lā tat ta bi 'ụ khu ṭu wā tisy syai ṭān , in na hụ la kum 'a duw wum mu bīn";;
177;169;2;in na mā ya` mu ru kum bis sū `i wal faḥ syā `i wa an ta qụ lụ 'a lall llā hi mā lā ta' la mụn;;
178;170;2;"wa i żā qī la la hu mut ta bi 'ụ mā an za lall llā hu qā lụ bal nat ta bi 'u mā al fai nā 'a lai hi ā bā `a nā , a wa lau kā na ā bā `u hum lā ya' qi lụ na syai `aw wa lā yah ta dụn";;
179;171;2;"wa ma ṡa lul la żī na ka fa rụ ka ma ṡa lil la żī yan 'i qu bi mā lā yas ma 'u il lā du 'ā `aw wa ni dā `ā , ṣum mum buk mun 'um yun fa hum lā ya' qi lụn";;
180;172;2;yā ay yu hal la żī na ā ma nụ ku lụ min ṭay yi bā ti mā ra zaq nā kum wasy ku rụ lil lā hi ing kun tum iy yā hu ta' bu dụn;;
181;173;2;"in na mā ḥar ra ma 'a lai ku mul mai ta ta wad da ma wa laḥ mal khin zī ri wa mā u hil la bi hī li gai ril lāh , fa ma niḍ ṭur ra gai ra bā giw wa lā 'ā din fa lā iṡ ma 'a laīh , in nall llā ha ga fụ rur ra ḥīm";;
182;174;2;"in nal la żī na yak tu mụ na mā an za lall llā hu mi nal ki tā bi wa yasy ta rụ na bi hī ṡa ma nang qa lī lan u lā `i ka mā ya` ku lụ na fī bu ṭụ ni him il lan nā ra wa lā yu kal li mu hu mull llā hu yau mal qi yā ma ti wa lā yu zak kī him , wa la hum 'a żā bun a līm";;
183;175;2;"u lā `i kal la żī nasy ta ra wuḍ ḍa lā la ta bil hu dā wal 'a żā ba bil mag fi rah , fa mā aṣ ba ra hum 'a lan nār";;
184;176;2;"żā li ka bi `an nall llā ha naz za lal ki tā ba bil ḥaqq , wa in nal la żī nakh ta la fụ fil ki tā bi la fī syi qā qim ba 'īd";;
185;177;2;"lai sal bir ra an tu wal lụ wu jụ ha kum qi ba lal masy ri qi wal mag ri bi wa lā kin nal bir ra man ā ma na bil lā hi wal yau mil ā khi ri wal ma lā `i ka ti wal ki tā bi wan na biy yīn , wa ā tal mā la 'a lā ḥub bi hī ża wil qur bā wal ya tā mā wal ma sā kī na wab nas sa bī li was sā `i lī na wa fir ri qāb , wa a qā maṣ ṣa lā ta wa ā taz za kāh , wal mụ fụ na bi 'ah di him i żā 'ā ha dụ , waṣ ṣā bi rī na fil ba` sā `i waḍ ḍar rā `i wa ḥī nal ba`s , u lā `i kal la żī na ṣa da qụ , wa u lā `i ka hu mul mut ta qụn";;
186;178;2;"yā ay yu hal la żī na ā ma nụ ku ti ba 'a lai ku mul qi ṣā ṣu fil qat lā , al ḥur ru bil ḥur ri wal 'ab du bil 'ab di wal un ṡā bil un ṡā , fa man 'u fi ya la hụ min a khī hi syai `un fat ti bā 'um bil ma' rụ fi wa a dā `un i lai hi bi `iḥ sān , żā li ka takh fī fum mir rab bi kum wa raḥ mah , fa ma ni' ta dā ba' da żā li ka fa la hụ 'a żā bun a līm";;
187;179;2;wa la kum fil qi ṣā ṣi ḥa yā tuy yā u lil al bā bi la 'al la kum tat ta qụn;;
188;180;2;"ku ti ba 'a lai kum i żā ḥa ḍa ra a ḥa da ku mul mau tu in ta ra ka khai ra nil wa ṣiy ya tu lil wā li dai ni wal aq ra bī na bil ma' rụf , ḥaq qan 'a lal mut ta qīn";;
189;181;2;"fa mam bad da la hụ ba' da mā sa mi 'a hụ fa in na mā iṡ mu hụ 'a lal la żī na yu bad di lụ nah , in nall llā ha sa mī 'un 'a līm";;
190;182;2;"fa man khā fa mim mụ ṣin ja na fan au iṡ man fa aṣ la ḥa bai na hum fa lā iṡ ma 'a laīh , in nall llā ha ga fụ rur ra ḥīm";;
191;183;2;yā ay yu hal la żī na ā ma nụ ku ti ba 'a lai ku muṣ ṣi yā mu ka mā ku ti ba 'a lal la żī na ming qab li kum la 'al la kum tat ta qụn;;
192;184;2;"ay yā mam ma' dụ dāt , fa mang kā na ming kum ma rī ḍan au 'a lā sa fa rin fa 'id da tum min ay yā min u khar , wa 'a lal la żī na yu ṭī qụ na hụ fid ya tun ṭa 'ā mu mis kīn , fa man ta ṭaw wa 'a khai ran fa hu wa khai rul lah , wa an ta ṣụ mụ khai rul la kum ing kun tum ta' la mụn";;
193;185;2;"syah ru ra ma ḍā nal la żī un zi la fī hil qur `ā nu hu dal lin nā si wa bay yi nā tim mi nal hu dā wal fur qān , fa man sya hi da ming ku musy syah ra fal ya ṣum h , wa mang kā na ma rī ḍan au 'a lā sa fa rin fa 'id da tum min ay yā min u khar , yu rī dull llā hu bi ku mul yus ra wa lā yu rī du bi ku mul 'us ra wa li tuk mi lul 'id da ta wa li tu kab bi rull llā ha 'a lā mā ha dā kum wa la 'al la kum tasy ku rụn";;
194;186;2;"wa i żā sa `a la ka 'i bā dī 'an nī fa in nī qa rīb , u jī bu da' wa tad dā 'i i żā da 'ā ni fal yas ta jī bụ lī wal yu` mi nụ bī la 'al la hum yar syu dụn";;
195;187;2;"u ḥil la la kum lai la taṣ ṣi yā mir ra fa ṡu i lā ni sā `i kum , hun na li bā sul la kum wa an tum li bā sul la hunn , 'a li mall llā hu an na kum kun tum takh tā nụ na an fu sa kum fa tā ba 'a lai kum wa 'a fā 'ang kum , fal ā na bā syi rụ hun na wab ta gụ mā ka ta ball llā hu la kum , wa ku lụ wasy ra bụ ḥat tā ya ta bay ya na la ku mul khai ṭul ab ya ḍu mi nal khai ṭil as wa di mi nal fajr , ṡum ma a tim muṣ ṣi yā ma i lal laīl , wa lā tu bā syi rụ hun na wa an tum 'ā ki fụ na fil ma sā jid , til ka ḥu dụ dull llā hi fa lā taq ra bụ hā , ka żā li ka yu bay yi null llā hu ā yā ti hī lin nā si la 'al la hum yat ta qụn";;
196;188;2;wa lā ta` ku lū am wā la kum bai na kum bil bā ṭi li wa tud lụ bi hā i lal ḥuk kā mi li ta` ku lụ fa rī qam min am wā lin nā si bil iṡ mi wa an tum ta' la mụn;;
197;189;2;"yas `a lụ na ka 'a nil a hil lah , qul hi ya ma wā qī tu lin nā si wal ḥajj , wa lai sal bir ru bi `an ta` tul bu yụ ta min ẓu hụ ri hā wa lā kin nal bir ra ma nit ta qā , wa` tul bu yụ ta min ab wā bi hā wat ta qull llā ha la 'al la kum tuf li ḥụn";;
198;190;2;"wa qā ti lụ fī sa bī lil lā hil la żī na yu qā ti lụ na kum wa lā ta' ta dụ , in nall llā ha lā yu ḥib bul mu' ta dīn";;
199;191;2;"waq tu lụ hum ḥai ṡu ṡa qif tu mụ hum wa akh ri jụ hum min ḥai ṡu akh ra jụ kum wal fit na tu a syad du mi nal qatl , wa lā tu qā ti lụ hum 'in dal mas ji dil ḥa rā mi ḥat tā yu qā ti lụ kum fīh , fa ing qā ta lụ kum faq tu lụ hum , ka żā li ka ja zā `ul kā fi rīn";;
200;192;2;fa i nin ta hau fa in nall llā ha ga fụ rur ra ḥīm;;
201;193;2;"wa qā ti lụ hum ḥat tā lā ta kụ na fit na tuw wa ya kụ nad dī nu lil lāh , fa i nin ta hau fa lā 'ud wā na il lā 'a laẓ ẓā li mīn";;
202;194;2;"asy syah rul ḥa rā mu bisy syah ril ḥa rā mi wal ḥu ru mā tu qi ṣāṣ , fa ma ni' ta dā 'a lai kum fa' ta dụ 'a lai hi bi miṡ li ma' ta dā 'a lai kum wat ta qull llā ha wa' la mū an nall llā ha ma 'al mut ta qīn";;
203;195;2;"wa an fi qụ fī sa bī lil lā hi wa lā tul qụ bi `ai dī kum i lat tah lu ka ti wa aḥ si nụ , in nall llā ha yu ḥib bul muḥ si nīn";;
204;196;2;"wa a tim mul ḥaj ja wal 'um ra ta lil lāh , fa in uḥ ṣir tum fa mas tai sa ra mi nal hady , wa lā taḥ li qụ ru `ụ sa kum ḥat tā yab lu gal had yu ma ḥil lah , fa mang kā na ming kum ma rī ḍan au bi hī a żam mir ra` si hī fa fid ya tum min ṣi yā min au ṣa da qa tin au nu suk , fa i żā a min tum , fa man ta mat ta 'a bil 'um ra ti i lal ḥaj ji fa mas tai sa ra mi nal hady , fa mal lam ya jid fa ṣi yā mu ṡa lā ṡa ti ay yā min fil ḥaj ji wa sab 'a tin i żā ra ja' tum , til ka 'a sya ra tung kā mi lah , żā li ka li mal lam ya kun ah lu hụ ḥā ḍi ril mas ji dil ḥa rām , wat ta qull llā ha wa' la mū an nall llā ha sya dī dul 'i qāb";;
205;197;2;"al ḥaj ju asy hu rum ma' lụ māt , fa man fa ra ḍa fī hin nal ḥaj ja fa lā ra fa ṡa wa lā fu sụ qa wa lā ji dā la fil ḥajj , wa mā taf 'a lụ min khai riy ya' lam hull llāh , wa ta zaw wa dụ fa in na khai raz zā dit taq wā wat ta qụ ni yā u lil al bāb";;
206;198;2;"lai sa 'a lai kum ju nā ḥun an tab ta gụ faḍ lam mir rab bi kum , fa i żā a faḍ tum min 'a ra fā tin faż ku rull llā ha 'in dal masy 'a ril ḥa rā mi waż ku rụ hu ka mā ha dā kum , wa ing kun tum ming qab li hī la mi naḍ ḍāl līn";;
207;199;2;"ṡum ma a fī ḍụ min ḥai ṡu a fā ḍan nā su was tag fi rull llāh , in nall llā ha ga fụ rur ra ḥīm";;
208;200;2;"fa i żā qa ḍai tum ma na si ka kum faż ku rull llā ha ka żik ri kum ā bā `a kum au a syad da żik rā , fa mi nan nā si may ya qụ lu rab ba nā ā ti nā fid dun yā wa mā la hụ fil ā khi ra ti min kha lāq";;
209;201;2;wa min hum may ya qụ lu rab ba nā ā ti nā fid dun yā ḥa sa na taw wa fil ā khi ra ti ḥa sa na taw wa qi nā 'a żā ban nār;;
210;202;2;"u lā `i ka la hum na ṣī bum mim mā ka sa bụ , wall llā hu sa rī 'ul ḥi sāb";;
211;203;2;"waż ku rull llā ha fī ay yā mim ma' dụ dāt , fa man ta 'aj ja la fī yau mai ni fa lā iṡ ma 'a laīh , wa man ta `akh kha ra fa lā iṡ ma 'a lai hi li ma nit ta qā , wat ta qull llā ha wa' la mū an na kum i lai hi tuḥ sya rụn";;
212;204;2;wa mi nan nā si may yu' ji bu ka qau lu hụ fil ḥa yā tid dun yā wa yusy hi dull llā ha 'a lā mā fī qal bi hī wa hu wa a lad dul khi ṣām;;
213;205;2;"wa i żā ta wal lā sa 'ā fil ar ḍi li yuf si da fī hā wa yuh li kal ḥar ṡa wan nasl , wall llā hu lā yu ḥib bul fa sād";;2020-07-22 14:57:06
214;206;2;"wa i żā qī la la hut ta qil lā ha a kha żat hul 'iz za tu bil iṡ mi fa ḥas bu hụ ja han nam , wa la bi` sal mi hād";;
215;207;2;"wa mi nan nā si may yasy rī naf sa hub ti gā `a mar ḍā til lāh , wall llā hu ra `ụ fum bil 'i bād";;
216;208;2;"yā ay yu hal la żī na ā ma nud khu lụ fis sil mi kāf fa taw wa lā tat ta bi 'ụ khu ṭu wā tisy syai ṭān , in na hụ la kum 'a duw wum mu bīn";;
217;209;2;fa in za lal tum mim ba' di mā jā `at ku mul bay yi nā tu fa' la mū an nall llā ha 'a zī zun ḥa kīm;;
218;210;2;"hal yan ẓu rụ na il lā ay ya` ti ya hu mull llā hu fī ẓu la lim mi nal ga mā mi wal ma lā `i ka tu wa qu ḍi yal amr , wa i lall llā hi tur ja 'ul u mụr";;
219;211;2;"sal ba nī is rā `ī la kam ā tai nā hum min ā ya tim bay yi nah , wa may yu bad dil ni' ma tall llā hi mim ba' di mā jā `at hu fa in nall llā ha sya dī dul 'i qāb";;
220;212;2;"zuy yi na lil la żī na ka fa rul ḥa yā tud dun yā wa yas kha rụ na mi nal la żī na ā ma nụ , wal la żī nat ta qau fau qa hum yau mal qi yā mah , wall llā hu yar zu qu may ya syā `u bi gai ri ḥi sāb";;
221;213;2;"kā nan nā su um ma taw wā ḥi dah , fa ba 'a ṡall llā hun na biy yī na mu basy syi rī na wa mun żi rī na wa an za la ma 'a hu mul ki tā ba bil ḥaq qi li yaḥ ku ma bai nan nā si fī makh ta la fụ fīh , wa makh ta la fa fī hi il lal la żī na ụ tụ hu mim ba' di mā jā `at hu mul bay yi nā tu bag yam bai na hum , fa ha dall llā hul la żī na ā ma nụ li makh ta la fụ fī hi mi nal ḥaq qi bi `iż nih , wall llā hu yah dī may ya syā `u i lā ṣi rā ṭim mus ta qīm";;
222;214;2;"am ḥa sib tum an tad khu lul jan na ta wa lam mā ya` ti kum ma ṡa lul la żī na kha lau ming qab li kum , mas sat hu mul ba` sā `u waḍ ḍar rā `u wa zul zi lụ ḥat tā ya qụ lar ra sụ lu wal la żī na ā ma nụ ma 'a hụ ma tā naṣ rull llāh , a lā in na naṣ rall llā hi qa rīb";;
223;215;2;"yas `a lụ na ka mā żā yun fi qụn , qul mā an faq tum ming kai rin fa lil wā li dai ni wal aq ra bī na wal ya tā mā wal ma sā kī ni wab nis sa bīl , wa mā taf 'a lụ min khai rin fa in nall llā ha bi hī 'a līm";;
